Date,cs_momentum_ret,cs_momentum_asset_stop_ret,ts_momentum_lb2_ret,ts_momentum_lb2_asset_stop_ret,ts_momentum_lb7_ret,ts_momentum_lb7_asset_stop_ret
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,-0.017297003210932773,-0.017297003210932773,0.0,0.0
2021-05-04,0.0,0.0,-0.014100195332026985,-0.014100195332026985,0.0,0.0
2021-05-05,0.0,0.0,-0.003035522046408383,-0.003035522046408383,0.0,0.0
2021-05-06,0.0,0.0,0.0038943411256959007,0.0038943411256959007,0.0,0.0
2021-05-07,0.0,0.0,0.016642646960502765,0.016642646960502765,0.0,0.0
2021-05-10,0.0,0.0,-0.0020506234734093826,-0.0020506234734093826,0.0,0.0
2021-05-11,0.0,0.0,-0.0338328819372406,-0.0338328819372406,0.0,0.0
2021-05-12,0.0,0.0,-0.03313471544631725,-0.03313471544631725,0.0,0.0
2021-05-13,0.0,0.0,-0.012207596102200041,-0.00911986546111903,0.0,0.0
2021-05-14,0.0,0.0,0.008164402741124788,0.003096359131063521,0.0,0.0
2021-05-17,0.0,0.0,-0.019403295515498832,-0.01009613853059639,0.0,0.0
2021-05-18,0.0,0.0,0.04327757450933902,0.01690769467453629,0.0,0.0
2021-05-19,0.0,0.0,-0.007368465877461108,-0.004892024843943882,0.0,0.0
2021-05-20,0.0,0.0,-0.004385025301426683,-0.0014589534300263676,0.0,0.0
2021-05-21,0.0,0.0,0.013290865362935785,0.005128492272951986,0.0,0.0
2021-05-24,0.0,0.0,0.0029720768124782346,0.0010584022714249172,0.0,0.0
2021-05-25,0.0,0.0,0.016967725114752447,0.007939517375937843,0.0,0.0
2021-05-26,0.0,0.0,0.0004993811911171223,0.00017552207823407634,0.0,0.0
2021-05-27,0.0,0.0,-0.005705680421797428,-0.0021171456131428984,0.0,0.0
2021-05-28,0.0,0.0,0.015830912332520278,0.005854736220144527,0.0,0.0
2021-05-31,0.0,0.0,-0.0015,-0.0009375,0.0,0.0
2021-06-01,0.0,0.0,0.004020209187796638,0.0016590743661231131,0.0,0.0
2021-06-02,0.0,0.0,-0.0009619350308959021,0.0005468317069039562,0.0,0.0
2021-06-03,0.0,0.0,0.005014554076268196,0.0022233828339852393,0.0,0.0
2021-06-04,0.0,0.0,-0.006865461721362545,-0.004236717337278124,0.0,0.0
2021-06-07,0.0,0.0,0.002021203447367363,0.0025105967059718026,0.0,0.0
2021-06-08,0.0,0.0,-0.0013913639563795425,-0.0005756147289388491,0.0,0.0
2021-06-09,0.0,0.0,-0.004753766588007473,-0.000992793485949403,0.0,0.0
2021-06-10,0.0,0.0,0.008501749545258898,0.002318165378893753,0.0,0.0
2021-06-11,0.0,0.0,0.00368580552837519,0.001787841815115161,0.0,0.0
2021-06-14,0.0,0.0,-5.3709083708334206e-05,-5.3709083708334206e-05,0.0,0.0
2021-06-15,0.0,0.0,0.005415742637328482,0.002354111212027515,0.0,0.0
2021-06-16,0.0,0.0,0.0013054479815339083,0.0003374928237616551,0.0,0.0
2021-06-17,0.0,0.0,-0.002328324467403086,-0.0021270248281690268,0.0,0.0
2021-06-18,0.0,0.0,-0.001565551468945619,-0.0018162499819312993,0.0,0.0
2021-06-21,0.0,0.0,-0.015202264650922835,-0.005886268996503273,0.0,0.0
2021-06-22,0.0,0.0,0.0038346209386128914,0.0034098614066202975,0.0,0.0
2021-06-23,0.0,0.0,0.012928713869381778,0.005017702819622085,0.0,0.0
2021-06-24,0.0,0.0,0.0009681566701452834,0.0002776763748949986,0.0,0.0
2021-06-25,0.0,0.0,0.0030582894380018198,0.001182211089642279,0.0,0.0
2021-06-28,0.0,0.0,0.004511972774471435,0.002716867660711017,0.0,0.0
2021-06-29,0.0,0.0,-0.0006532477571087915,-0.001834291330735525,0.0,0.0
2021-06-30,0.0,0.0,-0.0014999999999999998,-0.0009705882352941175,0.0,0.0
2021-07-01,0.0,0.0,-0.003634808583037748,-0.0020622558489239826,0.0,0.0
2021-07-02,0.0,0.0,0.0001289983887044777,0.0004458370375672342,0.0,0.0
2021-07-05,0.0,0.0,0.007473675263731851,0.0030414243783711296,0.0,0.0
2021-07-06,0.0,0.0,0.0038098241588925223,0.0036837163995775257,0.0,0.0
2021-07-07,0.0,0.0,-0.0036050917589939024,-0.0015061916862464703,0.0,0.0
2021-07-08,0.0,0.0,0.00047186489336664445,-0.000276864101188503,0.0,0.0
2021-07-09,0.0,0.0,-0.007005484868990478,-0.0039037527200973215,0.0,0.0
2021-07-12,0.0,0.0,0.007558856464589642,0.003971410654589239,0.0,0.0
2021-07-13,0.0,0.0,0.0006053839720913108,0.0001742277692405496,0.0,0.0
2021-07-14,0.0,0.0,0.0005289835669370595,0.0008915309307672887,0.0,0.0
2021-07-15,0.0,0.0,0.005786139204661147,0.002914043036671209,0.0,0.0
2021-07-16,0.0,0.0,-0.0037473596434364357,-0.001445950952196233,0.0,0.0
2021-07-19,0.0,0.0,-0.0037441901625814913,-0.0019567989120067826,0.0,0.0
2021-07-20,0.0,0.0,-0.010656896448692794,-0.00670902287833993,0.0,0.0
2021-07-21,0.0,0.0,-0.0014147889881520877,-0.0005111100245161831,0.0,0.0
2021-07-22,0.0,0.0,0.007628075481219608,0.005575115904063889,0.0,0.0
2021-07-23,0.0,0.0,0.0015344064215881176,0.0012458049880515387,0.0,0.0
2021-07-26,0.0,0.0,-0.007812320924582685,-0.005530501559544565,0.0,0.0
2021-07-27,0.0,0.0,-0.0021345804214747775,-0.0008185904865869242,0.0,0.0
2021-07-28,0.0,0.0,-0.00849131545193679,-0.004750001017492871,0.0,0.0
2021-07-29,0.0,0.0,0.010183466579451236,0.003586844523356936,0.0,0.0
2021-07-30,0.0,0.0,-0.0015,-0.0011428571428571427,0.0,0.0
2021-08-02,0.0,0.0,0.010621844124292693,0.005279267777739988,0.0,0.0
2021-08-03,0.0,0.0,0.00152627547858426,-0.00016635513605743905,0.0,0.0
2021-08-04,0.0,0.0,0.0022879706566036823,0.0004617793165921036,0.0,0.0
2021-08-05,0.0,0.0,-0.002330193737209363,-0.0020417037396800734,0.0,0.0
2021-08-06,0.0,0.0,-0.0023004518143366574,-0.0008200949130854119,0.0,0.0
2021-08-09,0.0,0.0,-0.004383493695802126,-0.0033371842296521298,0.0,0.0
2021-08-10,0.0,0.0,-0.0040153964962413476,-0.0015604628198730604,0.0,0.0
2021-08-11,0.0,0.0,-0.0013511592213923452,0.0006568104461463386,0.0,0.0
2021-08-12,0.0,0.0,-0.0012925465094563273,-0.0007002282543884133,0.0,0.0
2021-08-13,0.0,0.0,-0.0045591800184947425,-0.0008692853509349003,0.0,0.0
2021-08-16,0.0,0.0,-0.002682937779695649,-0.0011916296736835476,0.0,0.0
2021-08-17,0.0,0.0,-0.007577180054207202,-0.002840553376459595,0.0,0.0
2021-08-18,0.0,0.0,0.0025176916333619955,-0.00041295188950085654,0.0,0.0
2021-08-19,0.0,0.0,-0.016738071120204392,-0.007545326755534335,0.0,0.0
2021-08-20,0.0,0.0,-0.00456814171952345,-0.002395708412070036,0.0,0.0
2021-08-23,0.0,0.0,0.01755144616889609,0.008300224597638298,0.0,0.0
2021-08-24,0.0,0.0,0.007595699883604612,0.0033588005423191526,0.0,0.0
2021-08-25,0.0,0.0,0.006629567713729816,0.0018463700612256725,0.0,0.0
2021-08-26,0.0,0.0,0.000753748044852348,2.8907566010488763e-05,0.0,0.0
2021-08-27,0.0,0.0,0.00635379476582269,0.003152283927464028,0.0,0.0
2021-08-30,0.0,0.0,0.0068818729205733335,0.0037178445521010247,0.0,0.0
2021-08-31,0.0,0.0,-0.0015,-0.0009750000000000002,0.0,0.0
2021-09-01,0.0,0.0,0.0002986897144120885,-0.00085277420943027,0.00029860791588555706,0.00029860791588555706
2021-09-02,0.0,0.0,-0.004452275859235011,-0.0014161662268512064,-0.005341817762738518,-0.005341817762738518
2021-09-03,0.0,0.0,0.008408904663247386,0.002377339208025142,0.00958277333247574,0.00958277333247574
2021-09-06,0.0,0.0,-0.0009357128846475052,-2.9456136145247444e-07,-0.00125413880038622,-0.00125413880038622
2021-09-07,0.0,0.0,-0.003712866088782752,-0.0016592368663366718,-0.0031141323387708286,-0.0031141323387708286
2021-09-08,0.0,0.0,-0.0052210358206752185,-0.0005123519514888653,-0.006569946657304422,-0.006569946657304422
2021-09-09,0.0,0.0,0.0005762225944820566,-0.000542044806688552,4.570749962735392e-05,4.570749962735392e-05
2021-09-10,0.0,0.0,0.006192320038423612,0.0018405401198813129,0.0075958199493907355,0.0075958199493907355
2021-09-13,0.0,0.0,-0.0007539872085020327,-0.0004535779791086438,-0.0008749216462079846,-0.0008749216462079846
2021-09-14,0.0,0.0,0.0024325144010699743,0.0014199764968718333,0.0016457124700527868,0.0016457124700527868
2021-09-15,0.0,0.0,-0.0037775970282337597,-0.0019080933275649912,-0.0037494840742734337,-0.0037494840742734337
2021-09-16,0.0,0.0,-0.00033015645283748237,0.00018753380099574275,-1.9164081212818485e-05,-1.9164081212818485e-05
2021-09-17,0.0,0.0,0.001247439355624586,-0.0003939238088113362,0.0019404881985980332,0.0019404881985980332
2021-09-20,0.0,0.0,0.0008639487740927765,0.0008639487740927765,-9.887877107849142e-06,-9.887877107849142e-06
2021-09-21,0.0,0.0,2.0510508822546588e-05,2.0510508822546588e-05,9.836498926182733e-05,9.836498926182733e-05
2021-09-22,0.0,0.0,-0.017488018841910973,-0.007488938946833441,-0.019590762514253384,-0.019590762514253384
2021-09-23,0.0,0.0,0.005809658494284086,0.0013107542224340633,0.008069045043834268,0.008069045043834268
2021-09-24,0.0,0.0,0.005860702906556542,0.002315887364589503,0.007192299747027134,0.007192299747027134
2021-09-27,0.0,0.0,0.0023163314590507644,-4.0332566529216524e-05,0.002772710398740087,0.002772710398740087
2021-09-28,0.0,0.0,-0.005794630432230925,-0.003969774135935261,-0.00542680719844574,-0.00542680719844574
2021-09-29,0.0,0.0,-0.015800033360537376,-0.005922840686122543,-0.01738246812473526,-0.01738246812473526
2021-09-30,0.0,0.0,-0.0015,-0.0009750000000000002,-0.0015,-0.0015
2021-10-01,-0.025581871216356994,-0.025581871216356994,-0.00898285372125237,-0.0049659299255500515,-0.01829809842132828,-0.01829809842132828
2021-10-04,0.0012504490316719435,0.0012504490316719435,-0.0008708793830573123,0.000538262192001952,-0.002888566119462006,-0.002888566119462006
2021-10-05,0.00043989675828572106,0.00043989675828572106,-0.003070496910580093,-0.002825678674801279,-0.0016332183796284986,-0.0016332183796284986
2021-10-06,0.0032579971071940578,0.0032579971071940578,0.0006130935821275447,0.0012166478110497783,0.001304581031966301,0.001304581031966301
2021-10-07,0.016010195964714577,0.016010195964714577,0.007641574612817728,0.003567363981103289,0.01451681327905765,0.01451681327905765
2021-10-08,0.002545565002973829,0.002545565002973829,-0.0019066599142178553,-0.0012541436106265707,-0.0006698877391233599,-0.0006698877391233599
2021-10-11,0.0,0.0,-0.0006356702447364108,-0.0006356702447364108,-0.0003971637669910015,-0.0003971637669910015
2021-10-12,-0.008451887392709884,-0.008451887392709884,-0.0038366098784126767,-0.000909718316322146,-0.007155925021488078,-0.007155925021488078
2021-10-13,-0.004379003517542446,-0.004379003517542446,-0.00018871911794603898,0.0004330035673207887,-0.002184998983435482,-0.002184998983435482
2021-10-14,0.005042660866594467,0.005042660866594467,0.003402276771631858,0.003109519388820373,0.004115448029969507,0.004115448029969507
2021-10-15,0.020938342529478432,0.020938342529478432,0.008932336424236596,0.004717263672055874,0.016798560992306585,0.016798560992306585
2021-10-18,0.004699775684345153,0.004699775684345153,-0.0005235587089983525,-0.000483284123592168,0.0016973769959143996,0.0016973769959143996
2021-10-19,0.004238523901166277,0.004238523901166277,0.0023700264791238043,0.00029968021146274773,0.004818149224599322,0.004818149224599322
2021-10-20,-0.0007529738721933354,-0.0007529738721933354,-0.00023519537906305736,-0.0006362621778528816,1.965785920615392e-05,1.965785920615392e-05
2021-10-21,0.00045703567842106385,0.00045703567842106385,-0.0011815459473728594,-0.0009559049156612861,-0.0011312375278764426,-0.0011312375278764426
2021-10-22,0.0005493140330672802,0.0005493140330672802,0.0015603618802418567,0.0018995638339872026,0.0017026752032375243,0.0017026752032375243
2021-10-25,0.003898106173303051,0.003898106173303051,0.00026666414658171883,0.00024629570561789517,0.0015690696954724825,0.0015690696954724825
2021-10-26,0.0062240591754332275,0.0062240591754332275,0.005179530094624646,0.0034794803749565676,0.007771158453632771,0.007771158453632771
2021-10-27,0.0008144383754129514,0.0008144383754129514,0.0011845419212369133,0.0008103075893267317,0.001634937945899867,0.001634937945899867
2021-10-28,-0.004330342851291247,-0.004330342851291247,0.0003234496316750442,1.6611177201139078e-05,-0.00202762152474667,-0.00202762152474667
2021-10-29,-0.0015,-0.0015,-0.0015,-0.0012352941176470588,-0.0015,-0.0015
2021-11-01,0.007963784438333928,0.007963784438333928,-0.002429910566483474,-0.003443798167617677,0.0030647196409267787,0.0030647196409267787
2021-11-02,-0.0008412699562156539,-0.0008412699562156539,0.003338829183913483,0.0016123032061667875,0.0011786165388998448,0.0011786165388998448
2021-11-03,0.0023302979204145313,0.0023302979204145313,-0.0025679732658090426,0.0001755083571222671,0.0005907502491274041,0.0005907502491274041
2021-11-04,-0.0018549872300179099,-0.0018549872300179099,-0.008061642579901412,-8.660728667697626e-05,0.0003797747200192103,0.0003797747200192103
2021-11-05,0.009852231406862491,0.009852231406862491,-0.0020370102010464353,-0.00024617242890340174,0.009840736215717698,0.009840736215717698
2021-11-08,0.011072573304478195,0.011072573304478195,0.007403975403682511,-0.0010736631004854835,0.006757041246087423,0.006757041246087423
2021-11-09,0.0049095727720357835,0.0049095727720357835,-0.0023377302170853875,-0.0009420581282511276,0.0053615222500665825,0.0053615222500665825
2021-11-10,0.00019359144352942836,0.00019359144352942836,0.005436375284231992,-0.0005285396734503178,-0.0032099403496356556,-0.0032099403496356556
2021-11-11,-0.008304707795199068,-0.008304707795199068,-0.005758143102712027,0.0005818137459767947,-0.005015969588734096,-0.005015969588734096
2021-11-12,0.0032758394180645717,0.0032758394180645717,-0.0018432763268212415,-0.00026099519289310424,0.002641196404377887,0.002641196404377887
2021-11-15,0.008240520996045358,0.008240520996045358,-0.002359467408068361,-0.00041325976853645585,0.005256502650039386,0.005256502650039386
2021-11-16,0.0016976285806285796,0.0016976285806285796,0.0032658856152462667,0.0004128213822221505,0.0012909575977771836,0.0012909575977771836
2021-11-17,0.00451754175177925,0.00451754175177925,-0.0025652791140265974,0.0006082099780378158,0.002835954102940807,0.002835954102940807
2021-11-18,0.002551263658815514,0.002551263658815514,-0.007179043089913406,-0.0007504777921054362,0.0035073941324239933,0.0035073941324239933
2021-11-19,0.002936957234070687,0.002936957234070687,0.004168010995466848,-0.0013305086069796135,0.0025887685975099803,0.0025887685975099803
2021-11-22,-0.005126112419330378,-0.005126112419330378,-0.010299866597862611,-0.0013328648932210418,-0.004219161566044667,-0.004219161566044667
2021-11-23,-0.010236441205435806,-0.010236441205435806,0.002200590756689741,0.0016425422525570277,-0.009351082623500652,-0.009351082623500652
2021-11-24,0.003542019866741908,0.003542019866741908,0.008026090426673654,4.5404773793694675e-05,0.0004184528878086333,0.0004184528878086333
2021-11-25,0.001398494737567646,0.001398494737567646,-0.0011637833454915814,9.520400604223767e-05,0.0009314834801833534,0.0009314834801833534
2021-11-26,-0.020147959194916312,-0.020147959194916312,-0.006930004044738286,-0.0002416474359131504,-0.010604369458652538,-0.010604369458652538
2021-11-29,-0.011522772160596911,-0.011522772160596911,-0.016322061809602023,0.0009513464842328401,-0.004711410161974551,-0.004711410161974551
2021-11-30,-0.0015,-0.0015,-0.0015,-0.0011250000000000001,-0.0015,-0.0015
2021-12-01,0.006538483889189305,0.006538483889189305,-0.0017708146231271075,0.0008203946649764289,0.0029412365636014358,0.004356125917514237
2021-12-02,-0.004035863798339381,-0.004035863798339381,-0.00887832247286239,-0.0063304466218459705,-0.0020755038867410203,-0.0003105529229477724
2021-12-03,0.001911085617084446,0.001911085617084446,0.004814512595554345,0.001514210521161284,0.004313560914635806,0.0027109957670636703
2021-12-06,-0.006827560982458944,-0.006827560982458944,-0.001933944120576779,-0.003692310419501749,-0.0043063933095893875,-0.00441056236044185
2021-12-07,0.007932777455986861,0.007932777455986861,0.011429379887176046,0.006974598249009527,0.005807638106181651,0.0036757754200445886
2021-12-08,0.015057716091257167,0.015057716091257167,0.014219224477226565,0.010839011372236355,0.008280830816069305,0.0070237914261753395
2021-12-09,-0.0004783066764607463,-0.0004783066764607463,0.008275060652728846,0.0029022996278787396,0.0005510750403171713,-0.000533306407137786
2021-12-10,-0.0046587422097078696,-0.0046587422097078696,-0.009013777341635318,-0.004514161448752348,-0.004741985212669962,-0.002900903952962261
2021-12-13,0.0018621195849288924,0.0018621195849288924,0.008584889468447944,0.004853290973259471,0.004500374284317335,0.0030027743138111573
2021-12-14,-0.014983641670979833,-0.014983641670979833,-0.012227824164559772,-0.009078987416661787,-0.01104322277591397,-0.009629416375970624
2021-12-15,-0.0014286389487030288,-0.0014286389487030288,-0.006177325992063554,-0.0031326274364260115,-0.002455378503293866,-0.0015575365473009528
2021-12-16,0.016788583201428647,0.016788583201428647,0.011492456040385561,0.009318673564424925,0.011639133309613633,0.010222130656159716
2021-12-17,-0.00968088751054147,-0.00968088751054147,-0.009443467977141955,-0.008317633429519484,-0.0032131852378517664,-0.0032131852378517664
2021-12-20,-0.01105846910268149,-0.01105846910268149,-0.012659905133456262,-0.007648786401604306,-0.009979424479606966,-0.00750515688524097
2021-12-21,0.008275752378603951,0.008275752378603951,0.003830031078005342,0.002360802006145055,0.005579420433353813,0.004703492595915265
2021-12-22,0.0056150504014643166,0.0056150504014643166,0.005736363893919873,0.003332204613550105,0.0050224660012821234,0.0034472654873834788
2021-12-23,0.009166535627567002,0.009166535627567002,0.0076035758260547155,0.004915988988102255,0.006542695466766307,0.005055779334219038
2021-12-24,0.0027173771537735564,0.0027173771537735564,0.003018923044548662,0.002098302107812601,0.0018152032039034233,0.0016699682439607066
2021-12-27,0.006062154646684775,0.006062154646684775,0.0007917034340455171,0.0014941041135670592,0.004456297520129632,0.004456297520129632
2021-12-28,0.007808636490520521,0.007808636490520521,0.008769061995345748,0.004549140669363183,0.006267565349996555,0.004142369502209177
2021-12-29,0.003008070024210288,0.003008070024210288,-0.0022179257424405816,-0.0005308556051990666,0.0005827875540330707,0.00044265427341554087
2021-12-30,-0.0032358925428236235,-0.0032358925428236235,0.0015947806363737372,-0.0005437773266717065,-9.705101905224667e-05,-0.0007961588392955132
2021-12-31,-0.0015,-0.0015,-0.0015,-0.0011666666666666665,-0.0015,-0.00140625
2022-01-03,-0.002382794035721446,-0.0006281842363735277,-0.0023231109685703084,-0.0022871300352400635,-0.0033466594859648756,-0.0026078764125552255
2022-01-04,0.013794701588657254,0.013047876330490371,0.009296333357645539,0.003466427304617009,0.011683396278090495,0.011368943537809702
2022-01-05,-0.0031824120865066863,-0.004110394879871804,-0.002896531594377094,-0.0022998013195729907,-0.003188859964376999,-0.0035795895615833642
2022-01-06,-0.01266599549504363,-0.012573887209925791,-0.010387791346504074,-0.005712045664690884,-0.010265931042845912,-0.01022714860700682
2022-01-07,0.0013298437682000425,-0.0036480318323035416,-0.004230345044153485,-0.0014177896338643976,-0.0025977933070263346,-0.004693740928291001
2022-01-10,-6.763342309187848e-05,0.0012621588477094159,0.0012637343280873618,0.00026407166341034315,0.0008203987412809079,0.0013803112763551369
2022-01-11,0.0019256038898325667,0.002552841307227785,0.0021156735359478657,0.0018626455357753568,0.002593634807658858,0.0028577347728778973
2022-01-12,0.011248813520783829,0.007286281309369064,0.0059381546168547515,0.0037485565475334076,0.007538334456836604,0.005869899841504071
2022-01-13,0.007129841797346423,0.00564590255226223,0.004413269799726824,0.002698216032626501,0.0056250682888781735,0.0050002517646321985
2022-01-14,-0.007733826613699951,-0.007302493008414762,-0.00787746434381395,-0.0054805092153661725,-0.007413662607153282,-0.0072320484575595185
2022-01-17,0.009978575152647093,0.006689100382187715,0.005906621771812183,0.0015424295885838391,0.007762648802939963,0.006377606794325489
2022-01-18,-0.0048093583486388146,-0.005990197975879563,-0.004317737746555833,-0.0028765783607469786,-0.005866177748332043,-0.006363373380854464
2022-01-19,-0.011194724359821592,-0.01320007003584249,-0.009301535969689065,-0.004596447486430626,-0.008663452025648244,-0.009507808099762306
2022-01-20,0.0027649334945065163,0.0026004560437281887,0.0044444639094595164,0.0028791814683709616,0.0018402312205201684,0.0017709775570345567
2022-01-21,-0.026154885346234183,-0.02319824438010823,-0.015420941448443772,-0.007945813460729033,-0.01651238182827409,-0.015267480368852634
2022-01-24,0.007089930456243926,0.003977549112809425,0.001567493187511297,-0.000905497346009167,0.003026335970650899,0.001715859615520583
2022-01-25,-0.021283017810671462,-0.018410402591406513,-0.014292236679616904,-0.007052912779292436,-0.01541384005989578,-0.014204317862310538
2022-01-26,0.0018323529247383369,0.00048405886682923604,-0.002199031435845354,-0.001488682490815246,-0.0009692661472644411,-0.0012712965938018268
2022-01-27,0.0,0.0,0.0011830510935336978,0.0011830510935336978,0.001077970385974832,0.001077970385974832
2022-01-28,0.0,0.0,0.00017914448290331665,0.00017914448290331665,0.0003475928218691418,0.0003475928218691418
2022-01-31,-0.0015,-0.0011250000000000001,-0.0014999999999999998,-0.0008571428571428571,-0.0015,-0.0012631578947368421
2022-02-01,-0.0015,-0.0013125,-0.0015354952511937219,-0.000935495251193722,-0.0014525267097259971,-0.0012275267097259972
2022-02-02,0.0,0.0,0.00034845579935649523,0.00034845579935649523,0.0003523681561142134,0.0003523681561142134
2022-02-03,0.0,0.0,-0.0010513522057340242,-0.0010513522057340242,-0.0014545144088504436,-0.0014545144088504436
2022-02-04,0.0,0.0,-0.0013170382039108031,-0.0013170382039108031,-0.001814237377351913,-0.001814237377351913
2022-02-07,0.021478886982349787,0.011475579712960954,0.008720616759455558,0.0035800791713983546,0.016163264194866304,0.00823889047883084
2022-02-08,0.005624729653940577,0.0066198242756028425,0.0017596777357971388,0.0006092418226198383,0.0016628720467441636,0.0034785050607371642
2022-02-09,0.005584519420208503,0.007359214521124896,0.008727930830548236,0.003911198852080467,0.006907857070496387,0.005617329987352271
2022-02-10,0.00937213891800498,0.009137325733365204,0.0039726716323015,0.00015237499389591548,0.004652806648480205,0.0031238305296485682
2022-02-11,-0.0004713070292327731,-0.000158807327255997,-0.0017331274103243254,-0.0004755995266584102,-0.0030326445374615537,-0.0001646997417394493
2022-02-14,-0.010694513071855385,-0.017116823900008585,-0.013179136238495651,-0.004877137306707091,-0.011602185390025523,-0.012173061219548002
